Index,Filename,AVG CPU Cycles / ms,AVG MEM Changes / ms,AVG Wattage,Length of observation period,AVG Raleway Load Time,AVG Montserrat Load Time,AVG SourceSans Load Time
194,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.37 profile(2).json,25849930,28813.14421517882,0.001612636667,82.013,26.265,35.512,46.245
195,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.37 profile(3).json,26011675,29601.617637444946,0.001753665277,90.293,25.47,50.387,48.095
196,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.37 profile.json,26688030,30804.23441137285,0.001788604723,88.023,21.413,50.296,49.289
197,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.38 profile(1).json,27180971,32918.365941103744,0.001658505278,83.241,30.153,41.872,49.377
198,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.38 profile(2).json,25403349,42366.19475681326,0.001406609166,71.414,24.195,33.483,41.975
199,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.38 profile.json,27684319,34104.21771568382,0.001565276944,78.856,26.261,42.81,43.538
200,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.39 profile(1).json,24944507,36286.09381124825,0.0014912297219999999,75.983,28.331,34.723,45.144
201,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.39 profile(2).json,27676194,32913.00477511841,0.001682956111,85.786,19.032,40.132,49.875
202,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.39 profile.json,27353559,35088.08851747866,0.001786147778,90.619,29.305,45.754,54.333
203,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.40 profile(1).json,25757945,30506.006822814543,0.001579849166,80.057,28.111,42.538,49.586
204,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.40 profile(2).json,25757945,30506.006822814543,0.001579849166,80.057,28.111,42.538,49.586
205,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.40 profile.json,26137093,34171.83804929184,0.0015946416669999999,81.946,23.945,42.91,50.212
206,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.41 profile(1).json,24584346,32258.18785803838,0.001445327222,74.173,23.187,41.722,45.963
207,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.41 profile(2).json,25019798,30250.037862165816,0.001613958334,82.809,25.736,40.895,47.16
208,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.41 profile(3).json,24135455,37262.05376153551,0.00137372,71.111,26.111,40.478,39.733
209,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.41 profile.json,25664065,38434.56889890947,0.001712015833,85.694,28.581,40.661,48.376
210,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.42 profile(1).json,26125821,23179.405667344254,0.001544960555,78.654,31.566,40.813,48.243
211,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.42 profile(2).json,25868333,39927.775126838,0.001550806389,79.02,25.487,36.626,46.01
212,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.42 profile.json,25137853,42820.99293764001,0.001605943611,83.961,30.798,42.061,48.462
213,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.43 profile(1).json,26059086,36085.4934336736,0.001612416389,84.267,23.578,37.202,49.348
214,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.43 profile(2).json,26566631,31007.563681004653,0.001445818611,74.708,24.471,35.975,42.95
215,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.43 profile.json,25229227,37057.31526942473,0.001600775555,80.585,31.599,47.475,46.434
216,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.44 profile(1).json,26504288,35214.145307546314,0.0015730375,79.984,25.278,40.868,47.427
217,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.44 profile(2).json,24588412,27822.45687239858,0.001612399444,82.387,24.977,40.894,46.281
218,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.44 profile(3).json,27563025,38999.325517247395,0.001614636111,81.71,23.756,41.204,52.151
219,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.44 profile.json,25013529,35714.47971911413,0.001552738055,80.476,27.681,39.614,45.294
220,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.45 profile(1).json,27701335,30162.53002084712,0.001692512778,85.091,23.025,40.124,48.764
221,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.45 profile(2).json,26507610,38748.415075973564,0.001614551389,83.345,31.547,51.328,47.607
222,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.45 profile.json,25251349,38205.57070906122,0.001522221111,79.004,27.135,38.662,45.746
223,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.46 profile(1).json,25949542,44710.54503726428,0.0015825941659999999,81.794,23.289,39.706,47.462
224,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.46 profile(2).json,26933188,25613.612502604643,0.001533590833,76.988,22.934,32.889,45.024
225,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.46 profile.json,26128984,40338.07207125631,0.001544808055,79.084,24.565,38.307,44.586
226,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.47 profile(1).json,27680463,37561.92899177324,0.001633766389,81.553,22.84,39.937,48.804
227,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.47 profile(2).json,24739481,40441.69404136255,0.001588728056,80.516,23.999,42.768,42.154
228,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.47 profile(3).json,26567005,41147.32446746531,0.001517561389,76.066,25.721,46.265,45.274
229,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.47 profile.json,27507510,32127.247493537172,0.001738906667,89.145,29.091,44.363,52.413
230,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.48 profile(1).json,27506834,35725.85932651027,0.0015125966669999999,76.893,25.211,44.529,43.528
231,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.48 profile(2).json,27175961,33926.07570691859,0.001716607777,87.573,24.813,42.492,49.57
232,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.48 profile.json,25461693,33226.81774165152,0.001712676667,86.237,26.593,46.247,45.534
233,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.49 profile(1).json,25580770,35665.19428670328,0.001532692777,79.512,27.563,43.592,42.584
234,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.49 profile(2).json,26399711,37079.10953629382,0.0015946416659999999,80.979,21.932,46.22,45.206
235,analysis/data_extraction/input/WOFF2\Firefox 2023-11-21 22.49 profile.json,27355883,29891.57378189345,0.0015703263889999999,80.484,30.343,38.191,47.165
